Blog	four	second	available	here	kids	k	music	until	example	want	feature	wrong	series	re	wasn	service	needed	project	person	tech	came	net	result	best	asked	much	life	worked	things	had	possible	right	old	people	o	support	call	happy	full	inside	later	time	team	along	love	working	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	knew	ways	madison	going	where	sites	jobs	many	wants	photos	technology	summer	being	around	traffic	world	power	industry	favorite	mean	her	gone	am	original	tv	th	large	small	past	hours	experience	company	science	learn	sense	its	always	found	really	research	major	also	play	plan	sometimes	set	see	whole	community	recent	using	couple	d	continue	anything	into	link	line	posted	up	us	ago	having	try	video	let	great	makes	next	process	high	move	books	could	start	system	face	should	hope	means	stuff	email	co	ve	site	android	off	less	web	five	become	doing	building	chance	above	told	word	work	after	office	then	them	network	created	another	do	away	com	easy	photo	thanks	night	security	post	months	book	way	war	test	update	together	global	change	live	car	write	product	remember	still	now	drop	year	space	looking	shows	care	yourself	message	than	online	america	only	between	article	comes	learning	these	media	thinking	real	read	early	amp	business	aren	lot	trying	since	month	very	family	takes	history	tried	help	actually	systems	beyond	event	issue	reason	put	american	miss	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	ready	used	user	game	run	within	similar	doesn	go	does	facebook	button	click	following	products	started	control	links	software	including	ask	times	wrote	exactly	need	able	based	course	she	state	key	problem	well	page	twitter	home	he	piece	star	stay	friends	companies	likely	even	tips	ever	never	tell	give	answer	think	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	left	human	yes	yet	save	deal	popular	super	down	did	box	visit	making	may	grow	man	maybe	talk	nbsp	group	interesting	main	morning	thing	first	long	little	anyone	were	especially	show	behind	black	get	nearly	enough	reading	across	according	those	eventually	different	pay	same	running	money	either	images	videos	general	again	important	u	starting	forget	public	search	two	hour	huge	share	needs	coming	already	through	good	everyone	house	hard	idea	done	least	part	believe	john	built	build	most	find	please	point	simple	simply	create	understand	fun	itself	development	yesterday	spent	spend	big	bit	google	often	back	forward	single	entire	body	others	account	ll	day	red	text	national	taking	almost	thought	latest	add	works	buy	minutes	under	every	would	phone	must	me	join	keep	end	writers	over	writing	each	got	free	wanted	days	top	too	took	talking	though	watch	amazon	report	however	news	been	several	social	gave	specific	everything	head	check	no	focus	cool	level	says	goes	water	today	trump	information	happened	name	turn	place	any	ideas	sure	true	review	come	case	myself	someone	week	without	seems	blog	there	follow	far	worst	list	design	version	known	rather	short	might	number	friday	feel	story	kind	nothing	his	hit	b	him	art	recently	attention	became	questions	question	fast	called	nice	users	once	issues	include	apple	app	use	few	women	something	united	six	instead	related	our	york	their	which	who	why	looked	ones	words	view	stories	job	last	gets	know	because	lead	getting	own	apps	made	other
Latest from Crooks and Liars	2	0	0	1	0	0	0	0	0	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	4	4	0	1	2	9	0	2	1	6	0	2	1	0	0	0	0	4	0	0	0	0	0	1	0	5	2	2	0	3	0	0	0	0	2	0	0	0	0	1	0	5	4	0	0	3	0	0	0	0	3	1	0	2	1	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	3	0	0	0	0	1	0	6	0	0	3	2	2	1	2	0	2	2	0	0	0	2	0	6	5	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	1	0	0	1	0	0	0	0	0	0	0	2	2	1	2	0	1	0	3	0	0	1	7	1	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	1	0	0	0	0	2	3	0	2	0	0	0	1	0	1	0	0	2	1	1	0	0	0	4	1	0	3	10	0	3	0	0	1	3	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	4	0	0	0	0	3	0	0	1	0	3	0	0	2	0	2	0	0	2	0	0	2	3	2	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0	1	4	6	0	1	1	0	0	2	25	0	0	0	4	0	1	1	0	0	0	1	0	0	3	1	0	3	0	1	0	0	0	0	12	1	0	3	2	1	0	0	11	5	1	2	0	3	1	0	0	1	1	0	1	1	0	2	2	0	0	0	0	0	1	0	1	0	1	0	0	0	2	2	2	1	0	3	0	1	0	13	2	0	0	0	1	1	2	2	0	4	1	0	0	0	0	0	0	1	0	1	1	0	1	0	2	1	1	0	0	0	1	2	0	4	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	4	9	0	0	1	0	0	1	0	6	0	1	0	0	1	0	0	2	1	6	0	0	0	0	0	3	6	0	0	0	1	1	0	0	5	0	0	0	2	1	0	1	10	0	2	0	1	0	0	1	0	0	0	1	0	0	0	9	0	0	0	7	0	1	0	0	0	0	0	0	1	0	1	0	1	2	2	0	10	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	4	0	0	0	4	1	3	2	6	4	0	0	1	0	0	0	2	1	6	10	0	0	4	0	2	3
Creating Passionate Users	0	0	0	1	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	4	0	0	0	0	0	2	1	2	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	2	0	0	0	0	2	0	0	0	0	1	0	0	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	1	0	0	5	0	1	0	1	0	0	0	0	1	0	0	1	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1
Untitled_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Untitled_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Steve Pavlina's Personal Development Blog	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	2	0	0	2	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	0	4	0	0	1	0	3	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	1	0	0	1	2	1	0	0	1	0	0	0	0	1	2	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	3	1	1	3	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	4	1	0	10	1	0	0	0	2	0	4	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	1	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	3	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	3	0	5	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	2	1	2	1	1	0	0	0	0	0	0	1	4	0	1	0	0	0	1	0	0	0
Topix Blog	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	3	0	0	0	3	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	1	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	3	0	0	1	0	0	1	1	0	3	3	1	0	0	0	0	0	2	0	1	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	3	0	0	2	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	2	1	3	0	0	0	0	0	2	1	0	0	0	0	6	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Untitled_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kottke.org	0	0	4	9	4	0	3	2	3	1	0	0	4	9	1	1	2	9	3	0	1	4	1	0	0	10	16	2	8	26	1	4	1	5	1	1	0	1	3	6	1	14	3	2	3	3	1	0	2	17	9	3	2	1	0	2	3	1	2	2	1	1	2	1	0	2	7	1	0	6	0	4	1	4	2	7	0	6	0	1	1	2	6	2	2	3	1	2	3	2	4	2	2	4	10	0	5	15	4	4	5	1	0	13	2	0	1	4	6	4	1	5	1	1	4	3	3	12	0	1	2	16	3	3	3	0	21	2	5	2	5	0	3	0	5	12	4	7	0	3	2	0	0	0	2	5	5	0	6	5	2	6	1	2	0	1	3	3	1	6	2	1	12	6	1	3	2	7	4	0	0	0	0	6	0	0	0	4	8	2	4	9	5	3	5	8	0	0	1	2	8	9	1	6	7	5	3	0	1	0	9	4	2	7	6	5	1	0	8	0	1	6	3	0	2	4	2	3	1	5	2	3	4	1	3	2	4	5	2	3	0	1	0	2	4	0	1	1	2	2	0	0	0	1	3	0	3	4	2	3	0	1	1	4	2	2	3	0	0	0	0	2	1	3	2	6	0	7	0	5	4	2	2	0	1	3	2	0	2	2	5	0	0	2	10	5	2	0	0	6	0	10	0	5	6	2	1	0	4	2	3	4	3	2	2	0	0	1	1	2	2	3	3	2	0	2	3	1	0	2	0	12	7	2	3	3	3	1	0	0	4	4	4	0	0	0	3	1	5	2	1	238	2	1	2	1	2	10	8	6	0	17	0	3	2	7	8	1	1	2	2	1	4	3	1	0	3	0	6	0	2	0	0	2	1	0	2	0	2	0	7	1	2	2	0	2	3	8	9	1	2	0	3	2	2	3	0	4	2	1	6	2	0	2	1	3	1	0	2	3	3	0	2	1	3	1	25	0	6	2	1	2	2	2	3	1	7	4	0	7	2	6	1	2	0	2	0	1	1	0	12	1	1	13	1	2	10	0	4	2	5	4	0	1	0	4	5	2	0	6	3	1	0	0	0	7	0	1	0	0	7	2	2	13	2	2	2	1	0	0	3	0	3	1	5	0	4	4	4	1	1	3	3	0	1	0	3	5	0	0	13	1	9	0	4	5	1	1	1	4	5	2	0	1	9	1	0	14	1	1	5	3	3	0	2	1	2	2	5	2	0	4	0	1	2	2	7	3	0	4	2	3	4	0	15	2	10	10	11	3	3	1	3	1	0	2	3	0	2	4	0	6	4	3	10	8
Untitled_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Untitled_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MetaFilter	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	2	0	1	0	0	0	5	0	0	5	0	0	0	1	0	3	1	0	1	0	0	0	1	2	2	1	2	3	2	0	0	1	4	2	0	2	2	0	2	0	0	2	0	1	3	0	0	0	1	0	0	0	1	1	0	0	0	3	4	0	0	1	0	1	0	2	0	0	0	0	1	0	1	0	0	4	0	0	0	0	6	1	0	2	1	0	4	1	0	6	0	2	1	0	0	0	0	3	0	0	5	5	0	0	3	3	3	0	0	5	1	2	0	0	0	2	0	0	3	1	0	2	2	1	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0	0	2	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	5	0	1	2	0	0	0	0	1	4	0	2	0	0	0	0	1	0	2	0	0	1	1	1	1	0	0	2	0	1	1	0	0	0	1	0	2	1	1	2	1	0	2	0	1	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	1	2	1	1	0	5	0	2	0	1	0	0	0	0	0	1	3	1	0	0	1	0	0	0	0	4	1	1	0	0	1	1	0	2	0	4	0	0	0	2	0	3	2	1	1	0	0	0	0	2	0	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	1	0	1	0	5	1	5	1	0	7	0	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	1	1	4	0	2	0	0	1	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	5	2	1	0	1	0	0	0	2	0	1	0	0	0	2	0	5	0	0	0	1	4	2	1	1	0	0	0	0	1	0	0	0	0	0	1	0	10	0	1	0	0	1	5	1	0	1	1	0	0	0	0	1	0	1	5	0	0	0	0	0	3	0	1	0	0	0	1	0	3	0	2	1	3	0	1	2	1	2	1	2	1	0	0	0	0	2	1	1	0	1	1	2	0	5	0	0	0	1	0	11	3	0	0	1	2	1	1	2	0	0	0	0	1	0	0	0	1	2	0	0	10	0	0	0	4	2	3	0	0	1	0	4	0	2	3	1	0	6	1	0	2	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	2	0	0	1	3	1	2	4	4	3	1	0	0	0	1	0	0	0	0	2	1	0	0	3	0	2	1
